Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,3,53-7000,Material Moving Workers,36650,39270,2620,7.1,17960,34470,55050,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7021,Crane and Tower Operators,320,330,10,3.1,100,270,380,41.35,86003.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7032,Excavating and Loading Machine and Dragline Operators,300,330,30,10.0,120,260,410,0.00,0.00,High school diploma or equivalent,<5 years,Moderate-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7051,Industrial Truck and Tractor Operators,1970,2140,170,8.6,620,1700,2490,23.27,48394.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7061,Cleaners of Vehicles and Equipment,4540,4640,100,2.2,2290,4400,6790,13.61,28329.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",20790,23120,2330,11.2,9920,20580,32830,14.52,30206.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7063,Machine Feeders and Offbearers,520,490,-30,-5.8,250,410,630,14.86,30911.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7064,"Packers and Packagers, Hand",5820,5720,-100,-1.7,3450,4860,8210,13.72,28536.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7081,Refuse and Recyclable Material Collectors,1140,1210,70,6.1,640,980,1690,25.48,52998.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Diego-Carlsbad MSA (San Diego County),2018-2028,4,53-7199,"Material Moving Workers, All Other",1090,1100,10,0.9,520,850,1380,13.33,27728.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,1,00-0000,"Total, All Occupations",1235300,1355500,120200,8.9,521940,894010,1536150,28.17,58577.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,2,11-0000,Management Occupations,124280,140450,16170,13.0,31120,77920,125210,72.66,151122.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,11-1000,Top Executives,23920,25980,2060,8.6,5430,15710,23200,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-1011,Chief Executives,3380,3300,-80,-2.4,890,1480,2290,0.00,0.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-1021,General and Operations Managers,20450,22590,2140,10.5,4510,14180,20830,71.96,149683.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",17750,20570,2820,15.9,3920,13060,19800,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-2011,Advertising and Promotions Managers,620,710,90,14.5,140,490,720,57.70,120003.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-2021,Marketing Managers,8260,9800,1540,18.6,1840,6170,9550,81.90,170360.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-2022,Sales Managers,7290,8190,900,12.3,1580,5300,7780,69.14,143804.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-2031,Public Relations and Fundraising Managers,1590,1870,280,17.6,380,1100,1760,63.74,132577.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,11-3000,Operations Specialties Managers,32210,38260,6050,18.8,7320,20540,33910,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3011,Administrative Services Managers,3710,4160,450,12.1,1080,2200,3730,59.19,123106.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3021,Computer and Information Systems Managers,12190,14930,2740,22.5,2320,8250,13310,91.64,190609.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3031,Financial Managers,10100,12260,2160,21.4,2420,6200,10780,85.98,178831.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3051,Industrial Production Managers,870,870,0,0.0,190,450,640,65.76,136772.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3061,Purchasing Managers,750,830,80,10.7,190,470,740,70.98,147652.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3071,"Transportation, Storage, and Distribution Managers",1120,1230,110,9.8,260,670,1040,56.85,118238.00,High school diploma or equivalent,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3111,Compensation and Benefits Managers,350,390,40,11.4,100,220,360,74.65,155266.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3121,Human Resources Managers,2530,2930,400,15.8,620,1690,2710,75.47,157001.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-3131,Training and Development Managers,580,670,90,15.5,150,400,640,67.39,140181.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,11-9000,Other Management Occupations,50400,55640,5240,10.4,14450,28620,48310,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",1540,970,-570,-37.0,780,470,680,0.00,0.00,High school diploma or equivalent,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9021,Construction Managers,3430,3540,110,3.2,730,1770,2610,70.50,146652.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9031,"Education Administrators, Preschool and Childcare Center/Program",580,620,40,6.9,160,310,510,30.32,63064.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9032,"Education Administrators, Elementary and Secondary School",900,950,50,5.6,240,480,770,0.00,117380.00,Master's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9033,"Education Administrators, Postsecondary",940,1170,230,24.5,270,550,1050,54.76,113900.00,Master's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9039,"Education Administrators, All Other",670,780,110,16.4,190,380,680,41.28,85864.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9041,Architectural and Engineering Managers,2800,3020,220,7.9,510,1590,2320,73.69,153275.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9051,Food Service Managers,4320,5050,730,16.9,1430,3940,6100,29.95,62318.00,High school diploma or equivalent,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9081,Lodging Managers,680,660,-20,-2.9,210,480,670,37.43,77842.00,High school diploma or equivalent,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9111,Medical and Health Services Managers,2290,2670,380,16.6,610,1360,2350,71.78,149295.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9121,Natural Sciences Managers,1590,1770,180,11.3,360,1130,1670,79.44,165237.00,Bachelor's degree,≥5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9141,"Property, Real Estate, and Community Association Managers",4640,4930,290,6.3,1780,1900,3970,47.45,98693.00,High school diploma or equivalent,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,11-9199,"Managers, All Other",22360,25370,3010,13.5,6040,12040,21090,75.41,156847.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,2,13-0000,Business and Financial Operations Occupations,119720,134370,14650,12.2,34020,86080,134750,43.60,90691.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,13-1000,Business Operations Specialists,78350,89090,10740,13.7,22930,59380,93050,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",140,120,-20,-14.3,40,110,130,0.00,0.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1020,Buyers and Purchasing Agents,3770,3660,-110,-2.9,1170,2700,3760,37.09,77138.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1031,"Claims Adjusters, Examiners, and Investigators",1650,1340,-310,-18.8,360,900,950,42.82,89079.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1032,"Insurance Appraisers, Auto Damage",270,180,-90,-33.3,60,140,110,33.28,69228.00,Postsecondary non-degree award,None,Moderate-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1041,Compliance Officers,3880,4020,140,3.6,1100,2360,3600,43.84,91181.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1051,Cost Estimators,1730,1790,60,3.5,450,1290,1800,42.56,88518.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1071,Human Resources Specialists,7110,7970,860,12.1,2010,5550,8420,42.32,88028.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1075,Labor Relations Specialists,620,600,-20,-3.2,160,450,590,36.44,75780.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1081,Logisticians,1640,1790,150,9.1,400,1230,1780,38.93,80965.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1111,Management Analysts,12900,14470,1570,12.2,4250,8640,14460,49.79,103551.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1121,"Meeting, Convention, and Event Planners",1870,2060,190,10.2,630,1610,2430,31.15,64778.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1131,Fundraisers,1210,1330,120,9.9,420,900,1440,28.49,59246.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",1370,1500,130,9.5,470,890,1490,39.85,82894.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1151,Training and Development Specialists,3080,3640,560,18.2,1000,2600,4160,41.23,85762.00,Bachelor's degree,<5 years,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1161,Market Research Analysts and Marketing Specialists,16600,21290,4690,28.3,4460,14910,24060,42.60,88609.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-1199,"Business Operations Specialists, All Other",20500,23340,2840,13.9,5950,15090,23880,43.09,89630.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,3,13-2000,Financial Specialists,41370,45270,3900,9.4,11090,26710,41700,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2011,Accountants and Auditors,16420,18050,1630,9.9,4860,11200,17690,41.66,86660.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2021,Appraisers and Assessors of Real Estate,340,340,0,0.0,120,140,260,47.13,98019.00,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2031,Budget Analysts,570,610,40,7.0,150,320,510,46.76,97274.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2041,Credit Analysts,1100,1170,70,6.4,250,770,1090,51.39,106878.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2051,Financial Analysts,7520,8360,840,11.2,1530,5210,7580,53.48,111236.00,Bachelor's degree,None,None
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2052,Personal Financial Advisors,6150,6870,720,11.7,1480,3440,5640,73.43,152745.00,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD (San Francisco and San Mateo Counties),2018-2028,4,13-2053,Insurance Underwriters,760,690,-70,-9.2,170,440,540,44.27,92090.00,Bachelor's degree,None,Moderate-term on-the-job training
