Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,65620000,Health Care and Social Assistance,24500,28300,3800,15.5
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70000000,Leisure and Hospitality,28200,31400,3200,11.3
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70710000,"Arts, Entertainment, and Recreation",3600,4100,500,13.9
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70720000,Accommodation and Food Services,24600,27300,2700,11.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70721000,Accommodation,5500,5800,300,5.5
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,70722000,Food Services and Drinking Places,19100,21500,2400,12.6
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),6200,6600,400,6.5
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90000000,Government,39000,42200,3200,8.2
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90910000,Federal Government,3500,3700,200,5.7
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90940000,State and Local Government,35500,38600,3100,8.7
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90920000,State Government,12100,13000,900,7.4
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90921611,State Government Education,11500,12400,900,7.8
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90922000,State Government Excluding Education,600,600,0,0.0
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90930000,Local Government,23300,25600,2300,9.9
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90931611,Local Government Education,11900,12900,1000,8.4
Metropolitan Area,Santa Maria-Santa Barbara MSA (Santa Barbara County),2018-2028,90932000,Local Government Excluding Education,11400,12700,1300,11.4
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,000001,Total Employment,231600,248100,16500,7.1
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,006010,Self Employment,15800,16800,1000,6.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,008010,Private Household Workers,400,400,0,0.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,11000000,Total Farm,6700,7000,300,4.5
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,0,Total Nonfarm,208700,223900,15200,7.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,10000000,Mining and Logging,200,200,0,0.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,20000000,Construction,15200,16000,800,5.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,20238000,Specialty Trade Contractors,9800,10300,500,5.1
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,30000000,Manufacturing,23400,23400,0,0.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,31000000,Durable Goods Manufacturing,9000,8400,-600,-6.7
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,32000000,Nondurable Goods Manufacturing,14400,15000,600,4.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,40000000,"Trade, Transportation, and Utilities",36500,37800,1300,3.6
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,41000000,Wholesale Trade,7500,8000,500,6.7
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42000000,Retail Trade,24900,25200,300,1.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42445000,Food and Beverage Stores,7700,8300,600,7.8
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,42452000,General Merchandise Stores,3200,3200,0,0.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",4100,4600,500,12.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,50000000,Information,2700,2800,100,3.7
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,55000000,Financial Activities,8900,9100,200,2.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,55520000,Finance and Insurance,4900,5000,100,2.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60000000,Professional and Business Services,23200,25900,2700,11.6
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60540000,"Professional, Scientific, and Technical Services",9200,10700,1500,16.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60550000,Management of Companies and Enterprises,2400,2500,100,4.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,11700,12700,1000,8.5
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,60561000,Administrative and Support Services,10900,11900,1000,9.2
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",34800,41500,6700,19.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,65620000,Health Care and Social Assistance,32700,38900,6200,19.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70000000,Leisure and Hospitality,25700,28400,2700,10.5
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70720000,Accommodation and Food Services,21700,23800,2100,9.7
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,70722000,Food Services and Drinking Places,17800,19400,1600,9.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),7100,7500,400,5.6
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90000000,Government,31100,31300,200,0.6
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90910000,Federal Government,1300,1300,0,0.0
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90940000,State and Local Government,29800,30000,200,0.7
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90920000,State Government,4400,4000,-400,-9.1
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90921611,State Government Education,2400,2600,200,8.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90922000,State Government Excluding Education,1900,1400,-500,-26.3
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90930000,Local Government,25400,26000,600,2.4
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90931611,Local Government Education,14300,14600,300,2.1
Metropolitan Area,Santa Rosa MSA (Sonoma County),2018-2028,90932000,Local Government Excluding Education,11100,11400,300,2.7
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,000001,Total Employment,272000,301700,29700,10.9
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,006010,Self Employment,15200,16300,1100,7.2
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,008010,Private Household Workers,100,300,200,200.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,11000000,Total Farm,15600,17000,1400,9.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,0,Total Nonfarm,241100,268100,27000,11.2
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,10000000,Mining and Logging,100,100,0,0.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,20000000,Construction,12800,14300,1500,11.7
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,20238000,Specialty Trade Contractors,8900,10200,1300,14.6
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,30000000,Manufacturing,19600,19800,200,1.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,31000000,Durable Goods Manufacturing,9300,9300,0,0.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,32000000,Nondurable Goods Manufacturing,10300,10500,200,1.9
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,32311000,Food Manufacturing,5000,4900,-100,-2.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,40000000,"Trade, Transportation, and Utilities",67500,76000,8500,12.6
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,41000000,Wholesale Trade,12600,14100,1500,11.9
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42000000,Retail Trade,26700,26900,200,0.7
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2200,2100,-100,-4.5
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42452000,General Merchandise Stores,6700,6800,100,1.5
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,42452200,Department Stores,1600,1200,-400,-25.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",28200,35000,6800,24.1
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43400089,Transportation and Warehousing,26900,33600,6700,24.9
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43484000,Truck Transportation,6700,7300,600,9.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,43493000,Warehousing and Storage,15400,21000,5600,36.4
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,50000000,Information,1800,1600,-200,-11.1
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55000000,Financial Activities,7800,8100,300,3.8
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55520000,Finance and Insurance,4800,4700,-100,-2.1
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,55522000,Credit Intermediation and Related Activities,2000,1700,-300,-15.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,60000000,Professional and Business Services,19600,23200,3600,18.4
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,12900,15600,2700,20.9
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",38800,48000,9200,23.7
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65610000,Educational Services (Private),4700,5800,1100,23.4
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,65620000,Health Care and Social Assistance,34000,42200,8200,24.1
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70000000,Leisure and Hospitality,22100,24100,2000,9.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70710000,"Arts, Entertainment, and Recreation",2600,2800,200,7.7
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70720000,Accommodation and Food Services,19500,21300,1800,9.2
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70722000,Food Services and Drinking Places,18200,19900,1700,9.3
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,70722500,Restaurants and Other Eating Places,17700,19500,1800,10.2
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),7600,8400,800,10.5
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90000000,Government,43500,44500,1000,2.3
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90910000,Federal Government,3100,3100,0,0.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90940000,State and Local Government,40400,41400,1000,2.5
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90920000,State Government,6700,7100,400,6.0
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90930000,Local Government,33700,34300,600,1.8
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90931611,Local Government Education,21100,21600,500,2.4
Metropolitan Area,Stockton-Lodi MSA (San Joaquin County),2018-2028,90932000,Local Government Excluding Education,12600,12700,100,0.8
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,000001,Total Employment,153300,168600,15300,10.0
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,006010,Self Employment,9400,10200,800,8.5
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,008010,Private Household Workers,100,200,100,100.0
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,11000000,Total Farm,1700,1600,-100,-5.9
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,0,Total Nonfarm,142100,156600,14500,10.2
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,10000000,Mining and Logging,600,500,-100,-16.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,20000000,Construction,11200,12000,800,7.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,30000000,Manufacturing,12700,13500,800,6.3
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,32000000,Nondurable Goods Manufacturing,7900,8800,900,11.4
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,40000000,"Trade, Transportation, and Utilities",27800,29500,1700,6.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,41000000,Wholesale Trade,4400,4900,500,11.4
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,42000000,Retail Trade,18700,19000,300,1.6
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,42445000,Food and Beverage Stores,3300,3500,200,6.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2300,2100,-200,-8.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,42452000,General Merchandise Stores,3700,3900,200,5.4
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",4800,5600,800,16.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,50000000,Information,1100,1200,100,9.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,55000000,Financial Activities,5200,5500,300,5.8
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,55520000,Finance and Insurance,3600,4000,400,11.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,60000000,Professional and Business Services,10100,11900,1800,17.8
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,5400,6200,800,14.8
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,60561000,Administrative and Support Services,4500,5000,500,11.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",28400,34000,5600,19.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,65620000,Health Care and Social Assistance,26400,31600,5200,19.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,70000000,Leisure and Hospitality,15600,17700,2100,13.5
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,70720000,Accommodation and Food Services,12900,14400,1500,11.6
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,70722000,Food Services and Drinking Places,12100,13600,1500,12.4
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,70722500,Restaurants and Other Eating Places,11700,13300,1600,13.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),4500,4700,200,4.4
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90000000,Government,24900,26100,1200,4.8
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90910000,Federal Government,3500,4100,600,17.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90940000,State and Local Government,21300,22000,700,3.3
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90920000,State Government,5300,5600,300,5.7
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90921611,State Government Education,500,600,100,20.0
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90922000,State Government Excluding Education,4800,5000,200,4.2
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90930000,Local Government,16000,16400,400,2.5
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90931611,Local Government Education,9500,9600,100,1.1
Metropolitan Area,Vallejo-Fairfield MSA (Solano County),2018-2028,90932000,Local Government Excluding Education,6600,6800,200,3.0
Metropolitan Area,Visalia-Porterville MSA (Tulare County),2018-2028,000001,Total Employment,176800,186700,9900,5.6
Metropolitan Area,Visalia-Porterville MSA (Tulare County),2018-2028,006010,Self Employment,11400,11000,-400,-3.5
Metropolitan Area,Visalia-Porterville MSA (Tulare County),2018-2028,008010,Private Household Workers,100,100,0,0.0
Metropolitan Area,Visalia-Porterville MSA (Tulare County),2018-2028,11000000,Total Farm,38800,39200,400,1.0
